titulo,bairro,descricao,m2,quartos,banheiros,garagem,valor,link
"Rua EIXO SUL, ANAPOLIS CITY, ANAPOLIS",,Venda Lote/Terreno/Área 420 m²,420.0,,,,330000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-anapolis-city-anapolis-go-rua-eixo-sul-1097650
"Rua N 0045, ANAPOLIS CITY, ANAPOLIS",,Venda Casa 210 m²,210.0,3.0,,,649000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-anapolis-city-anapolis-go-rua-n-0045-974999
"Rua 25, PARQUE RESIDENCIAL DAS FLORES, ANAPOLIS",,Venda Casa 105 m²,105.0,3.0,,,330000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-residencial-das-flores-anapolis-go-rua-25-1117781
"Rua T 36, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 165 m²,165.0,3.0,,,1500000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-36-1005912
"Rua T 29, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 129 m²,129.0,3.0,,,1352040.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-29-1064015
"Rua  FC 16, RESIDENCIAL FLOR DO CERRADO, ANAPOLIS",,Venda Casa 150 m²,150.0,2.0,,,450000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-residencial-flor-do-cerrado-anapolis-go-rua--fc-16-1102518
"Rua 138, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 76 m²,76.0,2.0,,,829000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-marista-goiania-go-rua-138-1130142
"Rua  Escoteiros, RESIDENCIAL SANTA CRUZ, ANAPOLIS",,Venda Casa 105 m²,105.0,3.0,,,275000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-santa-cruz-anapolis-go-rua--escoteiros-1135775
"Rua 23, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 444 m²,444.0,5.0,,,1499000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-oeste-goiania-go-rua-23-769629
"AVENIDA INGLATERRA, JARDIM EUROPA, GOIANIA",,Venda Casa 326 m²,326.0,3.0,,,1390000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-europa-goiania-go-avenida-inglaterra-1124776
"Rua C 167, JARDIM AMERICA, GOIANIA",,Venda Casa 230 m²,230.0,4.0,,,1300000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-jardim-america-goiania-go-rua-c-167-1114566
"Rua 89B, SETOR SUL, GOIANIA",SETOR SUL,Venda Lote/Terreno/Área 480 m²,480.0,,,,1100000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-setor-sul-goiania-go-rua-89b-1037746
"Rua  RC 16, RESIDENCIAL CEREJEIRAS, ANAPOLIS",,Venda Casa 150 m²,150.0,4.0,,,790000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-residencial-cerejeiras-anapolis-go-rua--rc-16-1102515
"Rua JV 1, RESIDENCIAL JARDIM VENEZA, SENADOR CANEDO",,Venda Casa Condominio 190 m²,190.0,3.0,,,1300000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-residencial-jardim-veneza-senador-canedo-go-rua-jv-1-1115035
"Rua H 0134, CIDADE VERA CRUZ, APARECIDA DE GOIANIA",,Venda Casa 110 m²,110.0,3.0,,,530000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-cidade-vera-cruz-aparecida-de-goiania-go-rua-h-0134-1029620
"Quadra 51, BRASILINHA 17, PLANALTINA DE GOIAS",,Venda Ponto Comercial 17100 m²,17100.0,,,,1800000.0,https://www.62imoveis.com.br/imovel/ponto-comercial-0-quartos-venda-brasilinha-17-planaltina-de-goias-go-quadra-51-739604
"Rua AMELIA ARTIAGA JARDIM, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 116 m²,116.0,3.0,,,1590000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-amelia-artiaga-jardim-1037983
"PRACA BARTOLOMEU DE GUSMAO, JUNDIAI, ANAPOLIS",,Venda Apartamento 118 m²,118.0,3.0,,,1050000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jundiai-anapolis-go-praca-bartolomeu-de-gusmao-1117708
"Rua 71, JARDIM GOIAS, GOIANIA",,Venda Apartamento 76 m²,76.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-goias-goiania-go-rua-71-1171813
"Rua 08, CARDOSO CONTINUACAO, APARECIDA DE GOIANIA",,Venda Casa 132 m²,132.0,3.0,,,599000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-cardoso-continuacao-aparecida-de-goiania-go-rua-08-1153891
"Rua T 54, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 172 m²,172.0,3.0,,,1780000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-54-1095009
"Rua MIGUEL DO CARMO, RESIDENCIAL GRANVILLE, GOIANIA",,Venda Galpão 548 m²,548.0,,,,18000.0,https://www.62imoveis.com.br/imovel/galpo-0-quartos-venda-residencial-granville-goiania-go-rua-miguel-do-carmo-1132543
"Rua 55, JARDIM GOIAS, GOIANIA",,Venda Apartamento 118 m²,118.0,3.0,,,850000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-goias-goiania-go-rua-55-1139007
"Rua DAS ACACIAS, GRAN VILLE, ANAPOLIS",,Venda Casa 120 m²,120.0,3.0,,,400000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-gran-ville-anapolis-go-rua-das-acacias-1067847
"Rua C 259, SETOR NOVA SUICA, GOIANIA",SETOR NOVA SUICA,Venda Apartamento 58 m²,58.0,2.0,,,370000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-nova-suica-goiania-go-rua-c-259-1117412
"Rua SB 50, LOTEAMENTO PORTAL DO SOL II, GOIANIA",,Venda Casa Condominio 310 m²,310.0,3.0,,,1980000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-loteamento-portal-do-sol-ii-goiania-go-rua-sb-50-1072726
"Rua MARIO BITAR, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 100 m²,100.0,3.0,,,960000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-mario-bitar-1027292
"Quadra 47, RESIDENCIAL VILLA SUICA, CIDADE OCIDENTAL",,Venda Casa 300 m²,300.0,3.0,,,950000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-villa-suica-cidade-ocidental-go-quadra-47-1179259
"Rua RH 4, RESIDENCIAL HUMAITA, GOIANIA",,Venda Casa 110 m²,110.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-humaita-goiania-go-rua-rh-4-1149372
"ALAMEDA DAS ROSAS, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 264 m²,264.0,4.0,,,3650000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-oeste-goiania-go-alameda-das-rosas-1143696
"Alameda Ataúba, CONDOMINIO TERRAS ALPHA ANAPOLIS, ANAPOLIS",,Venda Casa 195 m²,195.0,3.0,,,1450000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-condominio-terras-alpha-anapolis-anapolis-go-alameda-atauba-838169
"AVENIDA ALFREDO NASSER, CONDOMINIO DO LAGO, GOIANIA",,Venda Casa Condominio 319 m²,319.0,4.0,,,3200000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-condominio-do-lago-goiania-go-avenida-alfredo-nasser-1110235
"Rua 12, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 221 m²,221.0,3.0,,,2250000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-12-1133669
"Rua dos Jatobas, JARDINS BOLONHA, SENADOR CANEDO",,Venda Casa Condominio 153 m²,153.0,3.0,,,1180000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-jardins-bolonha-senador-canedo-go-rua-dos-jatobas-1150264
"AVENIDA SB B, LOTEAMENTO PORTAL DO SOL II, GOIANIA",,Venda Casa Condominio 329 m²,329.0,4.0,,,3200000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-loteamento-portal-do-sol-ii-goiania-go-avenida-sb-b-1182162
"Rua JACARANDA, SITIOS DE RECREIO CARAIBAS, GOIANIA",,"Venda Rural 0,53 ha",,,,,450000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-sitios-de-recreio-caraibas-goiania-go-rua-jacaranda-1010463
"AVENIDA E, JARDIM GOIAS, GOIANIA",,Venda Apartamento 71 m²,71.0,3.0,,,370000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-goias-goiania-go-avenida-e-1111346
"Rua 46, JARDIM GOIAS, GOIANIA",,Venda Apartamento 120 m²,120.0,3.0,,,990000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-goias-goiania-go-rua-46-1045419
"Rua T 28, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 225 m²,225.0,4.0,,,2880000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-bueno-goiania-go-rua-t-28-994516
"Rua GUAJUPIA, CARDOSO CONTINUACAO, APARECIDA DE GOIANIA",,Venda Casa 103 m²,103.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-cardoso-continuacao-aparecida-de-goiania-go-rua-guajupia-1144058
"Rua T 29, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 144 m²,144.0,3.0,,,1150000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-29-1164760
"Rua DO ARRASTAO, JARDIM ATLANTICO, GOIANIA",,Venda Casa 180 m²,180.0,3.0,,,650000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-atlantico-goiania-go-rua-do-arrastao-1158198
"AVENIDA PERIMETRAL, NUCLEO HABITACIONAL NOVO GAMA, NOVO GAMA",,Venda Lote/Terreno/Área 10000 m²,10000.0,,,,320000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-nucleo-habitacional-novo-gama-novo-gama-go-avenida-perimetral-1126625
"Rua H 0072, CIDADE VERA CRUZ, APARECIDA DE GOIANIA",,Venda Casa 154 m²,154.0,3.0,,,650000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-cidade-vera-cruz-aparecida-de-goiania-go-rua-h-0072-1034276
"Rua 03, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 180 m²,180.0,3.0,,,1590000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-03-1177920
"Rua R 02, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 105 m²,105.0,3.0,,,440000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-r-02-1052663
"Rua J 17, SETOR JAO, GOIANIA",SETOR JAO,Venda Casa 302 m²,302.0,4.0,,,1650000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-setor-jao-goiania-go-rua-j-17-1166011
"Rua S 05, SETOR BELA VISTA, GOIANIA",SETOR BELA VISTA,Venda Apartamento 58 m²,58.0,2.0,,,500000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bela-vista-goiania-go-rua-s-05-644006
"Rua CLOTILDES R. ARAUJO, SITIOS DE RECREIO VALE DAS LARANJEIRAS, ANAPOLIS",,Venda Casa 105 m²,105.0,2.0,,,260000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-sitios-de-recreio-vale-das-laranjeiras-anapolis-go-rua-clotildes-r-araujo-1107695
"Rua C 254, SETOR NOVA SUICA, GOIANIA",SETOR NOVA SUICA,Venda Apartamento 85 m²,85.0,2.0,,,400000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-nova-suica-goiania-go-rua-c-254-1139127
"Rua H 0142, CIDADE VERA CRUZ, APARECIDA DE GOIANIA",,Venda Casa 90 m²,90.0,2.0,,,600000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-cidade-vera-cruz-aparecida-de-goiania-go-rua-h-0142-1098871
"Rua 24, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 158 m²,158.0,3.0,,,1800000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-24-1150253
"Rua APIAI, SETOR SUMMERVILLE, ANAPOLIS",SETOR SUMMERVILLE,Venda Casa 139 m²,139.0,3.0,,,490000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-summerville-anapolis-go-rua-apiai-1094231
"Rua MADRI 09, JARDINS MADRI, GOIANIA",,Venda Casa Condominio 365 m²,365.0,4.0,,,1650000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-jardins-madri-goiania-go-rua-madri-09-1165382
"AVENIDA T 05, SERRINHA, GOIANIA",,Venda Apartamento 116 m²,116.0,3.0,,,960000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-serrinha-goiania-go-avenida-t-05-944029
"Rua MOGNO, SETOR GOIANIA 2, GOIANIA",SETOR GOIANIA 2,Venda Casa 179 m²,179.0,3.0,,,1300000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-goiania-2-goiania-go-rua-mogno-1108930
"Rua J 0013, MANSOES PARAISO, APARECIDA DE GOIANIA",,Venda Casa 170 m²,170.0,3.0,,,600000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-mansoes-paraiso-aparecida-de-goiania-go-rua-j-0013-1144091
"EDILANDIA, EDILANDIA, EDILANDIA",,"Venda Rural 220,80 ha",,3.0,,,7200000.0,https://www.62imoveis.com.br/imovel/rural-3-quartos-venda-edilandia-edilandia-go-edilandia-1011090
"AVENIDA BARAO DO RIO BRANCO, JARDIM NOVA ERA, APARECIDA DE GOIANIA",,Venda Apartamento 70 m²,70.0,3.0,,,330000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-nova-era-aparecida-de-goiania-go-avenida-barao-do-rio-branco-1136252
"Rua T 33, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 82 m²,82.0,3.0,,,760000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-33-1071031
"HIDROLANDIA, HIDROLANDIA, HIDROLANDIA",,Venda Lote/Terreno/Área 5000 m²,5000.0,,,,115000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-hidrolandia-hidrolandia-go-hidrolandia-1034698
"Alameda Peroba Branca, CONDOMINIO TERRAS ALPHA ANAPOLIS, ANAPOLIS",,Venda Casa Condominio 279 m²,279.0,4.0,,,1690000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-condominio-terras-alpha-anapolis-anapolis-go-alameda-peroba-branca-1149004
"Alexania, ALEXANIA, ALEXANIA",,Venda Lote/Terreno/Área 2415 m²,2415.0,,,,185000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-alexania-alexania-go-alexania-746281
"AVENIDA T 14, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 120 m²,120.0,3.0,,,820000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-avenida-t-14-1136260
"Alameda D 1, JARDINS MONACO, APARECIDA DE GOIANIA",,Venda Casa Condominio 357 m²,357.0,5.0,,,2690000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-jardins-monaco-aparecida-de-goiania-go-alameda-d-1-1126870
"Rua TEIXEIRA DE FREITAS, SERRINHA, GOIANIA",,Venda Apartamento 68 m²,68.0,2.0,,,746922.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-serrinha-goiania-go-rua-teixeira-de-freitas-1041852
"ALEXANIA, ALEXANIA, ALEXANIA",,"Venda Rural 4,30 ha",,6.0,,,1900000.0,https://www.62imoveis.com.br/imovel/rural-4-quartos-venda-alexania-alexania-go-alexania-1017530
"Rua C 166, JARDIM AMERICA, GOIANIA",,Venda Casa 147 m²,147.0,3.0,,,1180000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-america-goiania-go-rua-c-166-1150270
"Rua T 29, 1403, SETOR BUENO, GOIANIA",1403,Venda Apartamento 113 m²,113.0,3.0,,,749000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-29-1403-1054913
"GOIANAPOLIS, GOIANAPOLIS, GOIANAPOLIS",,Venda Casa 136 m²,136.0,3.0,,,370000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-goianapolis-goianapolis-go-goianapolis-1110623
"AVENIDA GOIAS, SETOR CRIMEIA OESTE, GOIANIA",SETOR CRIMEIA OESTE,Venda Apartamento 57 m²,57.0,2.0,,,390000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-crimeia-oeste-goiania-go-avenida-goias-1126051
"Rua 148, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 242 m²,242.0,4.0,,,1990000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-148-881516
"Rua T 28, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 128 m²,128.0,4.0,,,750000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-bueno-goiania-go-rua-t-28-1061254
"Rua PB 15, PARQUE BRASILIA 2 ETAPA, ANAPOLIS",,Venda Casa 173 m²,173.0,3.0,,,1050000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-brasilia-2-etapa-anapolis-go-rua-pb-15-1056653
"Rua 01 UNIDADE 205, PARQUE ATHENEU, GOIANIA",,Venda Casa 174 m²,174.0,3.0,,,690000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-atheneu-goiania-go-rua-01-unidade-205-1082041
"Rua TAMBORIL, SANTA GENOVEVA, GOIANIA",,Venda Lote/Terreno/Área 946 m²,946.0,,,,890000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-santa-genoveva-goiania-go-rua-tamboril-1141433
"Rua T 36, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 235 m²,235.0,3.0,,,2475000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-36-1177939
"AVENIDA T 10, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 68 m²,68.0,2.0,,,706009.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-avenida-t-10-1005892
"Rua MADRI 09, JARDINS MADRI, GOIANIA",,Venda Casa Condominio 306 m²,306.0,5.0,,,3000000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-jardins-madri-goiania-go-rua-madri-09-988862
"Rua SAO LUIZ, ALTO DA GLORIA, GOIANIA",,Venda Apartamento 89 m²,89.0,3.0,,,520000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-alto-da-gloria-goiania-go-rua-sao-luiz-1110933
"Rua 101, SETOR SUL, GOIANIA",SETOR SUL,Venda Lote/Terreno/Área 486 m²,486.0,,,,1100000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-setor-sul-goiania-go-rua-101-1054597
"Rua RC 05, RESIDENCIAL CANADA, GOIANIA",,Venda Casa 155 m²,155.0,3.0,,,880000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-canada-goiania-go-rua-rc-05-979955
"Rua GB 9, JARDIM GUANABARA IV, GOIANIA",,Venda Casa Condominio 258 m²,258.0,5.0,,,990000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-jardim-guanabara-iv-goiania-go-rua-gb-9-1115470
"Rua FORTALEZA, ALTO DA GLORIA, GOIANIA",,Venda Apartamento 62 m²,62.0,2.0,,,640000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-alto-da-gloria-goiania-go-rua-fortaleza-1127713
"Rua VIVIAN, JARDIM ANA PAULA, ANAPOLIS",,Venda Casa 206 m²,206.0,3.0,,,700000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-ana-paula-anapolis-go-rua-vivian-629214
"Rua T 37 ATE 4088 LADO PAR, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 66 m²,66.0,2.0,,,750000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-rua-t-37-ate-4088-lado-par-1164766
"Rua DOUTOR OLINTO MANSO PEREIRA, SETOR SUL, GOIANIA",SETOR SUL,Venda Apartamento 548 m²,548.0,7.0,,,850000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-sul-goiania-go-rua-doutor-olinto-manso-pereira-1066337
"Avenida Santana, ALVORADA SUL, APARECIDA DE GOIANIA",,Venda Lote/Terreno/Área 1125 m²,1125.0,,,,1350000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-alvorada-sul-aparecida-de-goiania-go-avenida-santana-967668
"Rua T 36 ATE 3879 LADO IMPAR, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Sala 219 m²,219.0,,,,3010438.0,https://www.62imoveis.com.br/imovel/sala-0-quartos-venda-setor-bueno-goiania-go-rua-t-36-ate-3879-lado-impar-1054559
"AVENIDA T 02, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 76 m²,76.0,2.0,,,890000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-bueno-goiania-go-avenida-t-02-1112862
"Rua 70, JARDIM GOIAS, GOIANIA",,Venda Apartamento 177 m²,177.0,3.0,,,1700000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-goias-goiania-go-rua-70-1170237
"Rua T 47, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 77 m²,77.0,3.0,,,429000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-47-1110457
"ALAMEDA DAS CARAIBAS, RESIDENCIAL ALDEIA DO VALE, GOIANIA",,Venda Casa Condominio 479 m²,479.0,5.0,,,3200000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-aldeia-do-vale-goiania-go-alameda-das-caraibas-1012478
"AVENIDA 85, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 101 m²,101.0,3.0,,,500000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-avenida-85-1140336
"Avenida T 3, VILA AMERICANO DO BRASIL, GOIANIA",,Venda Apartamento 65 m²,65.0,2.0,,,540000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-vila-americano-do-brasil-goiania-go-avenida-t-3-458393
"AVENIDA SENHOR DO BONFIM, CONJUNTO FABIANA, GOIANIA",,Venda Casa 300 m²,300.0,5.0,,,1100000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-conjunto-fabiana-goiania-go-avenida-senhor-do-bonfim-1103910
"Rua 234, SETOR COIMBRA, GOIANIA",SETOR COIMBRA,Venda Casa 750 m²,750.0,10.0,,,1990000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-setor-coimbra-goiania-go-rua-234-1125802
"Rua SB 52, LOTEAMENTO PORTAL DO SOL II, GOIANIA",,Venda Casa Condominio 290 m²,290.0,5.0,,,1950000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-loteamento-portal-do-sol-ii-goiania-go-rua-sb-52-1170965
"AVENIDA 220, SETOR COIMBRA, GOIANIA",SETOR COIMBRA,Venda Apartamento 96 m²,96.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-coimbra-goiania-go-avenida-220-1131490
"Rua 1128, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 167 m²,167.0,3.0,,,1670000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-1128-1139853
"Rua 70, JARDIM GOIAS, GOIANIA",,Venda Apartamento 123 m²,123.0,3.0,,,1250000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-goias-goiania-go-rua-70-1054842
"Rua  FC 13, RESIDENCIAL FLOR DO CERRADO, ANAPOLIS",,Venda Casa 150 m²,150.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-flor-do-cerrado-anapolis-go-rua--fc-13-608379
"Rua DOS SOMBREIROS, RESIDENCIAL ALDEIA DO VALE, GOIANIA",,Venda Casa Condominio 440 m²,440.0,4.0,,,4770000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-aldeia-do-vale-goiania-go-rua-dos-sombreiros-1092558
"Rua 02, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 100 m²,100.0,3.0,,,690000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-02-1070584
"Rua 06, SETOR NORTE MARAVILHA, LUZIANIA",SETOR NORTE MARAVILHA,Venda Casa 126 m²,126.0,3.0,,,450000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-norte-maravilha-luziania-go-rua-06-1075699
"Rua 01, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 72 m²,72.0,2.0,,,650000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-oeste-goiania-go-rua-01-1054705
"Rua HIDIJO NOGRICHI, VILA MARIANA, APARECIDA DE GOIANIA",,Venda Casa 136 m²,136.0,3.0,,,550000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-vila-mariana-aparecida-de-goiania-go-rua-hidijo-nogrichi-886389
"Rua MANAUS, PARQUE AMAZONIA, GOIANIA",,Venda Apartamento 56 m²,56.0,2.0,,,445000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-parque-amazonia-goiania-go-rua-manaus-1116627
"Rua  Arara, CONDOMINIO VALE DOS PASSAROS, ANAPOLIS",,Venda Casa Condominio 377 m²,377.0,4.0,,,2500000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-condominio-vale-dos-passaros-anapolis-go-rua--arara-577423
"Rua MDV 17, MOINHO DOS VENTOS, GOIANIA",,Venda Casa 220 m²,220.0,3.0,,,890000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-moinho-dos-ventos-goiania-go-rua-mdv-17-1144158
"Rua T 30, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 121 m²,121.0,3.0,,,1050000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-30-1138702
